char, level, race, charclass, zone, guild, timestamp
30072,63,Undead,Mage,Terokkar Forest,167,01/01/08 10:04:31
63425,55,Undead,Priest,The Hinterlands,253,01/01/08 10:04:31
45422,66,Undead,Rogue,Nagrand,216,01/01/08 10:04:36
33412,66,Undead,Rogue,Nagrand,53,01/01/08 10:04:36
20884,69,Undead,Rogue,Eye of the Storm,165,01/01/08 10:04:41
21929,69,Undead,Rogue,Eye of the Storm,244,01/01/08 10:04:41
31647,70,Undead,Mage,Blade's Edge Mountains,103,01/01/08 10:04:47
22442,70,Undead,Mage,Blade's Edge Mountains,103,01/01/08 10:04:47
16813,70,Undead,Mage,Sethekk Halls,167,01/01/08 10:04:47
345,70,Undead,Mage,Alterac Valley,9,01/01/08 10:04:47
30554,70,Undead,Mage,Alterac Valley,104,01/01/08 10:04:47
52990,70,Undead,Mage,Shattrath City,161,01/01/08 10:04:47
54869,70,Undead,Mage,Shattrath City,35,01/01/08 10:04:47
943,70,Undead,Mage,Shattrath City,35,01/01/08 10:04:47
4991,70,Undead,Mage,Eye of the Storm,103,01/01/08 10:04:47
25193,70,Undead,Mage,Eye of the Storm,103,01/01/08 10:04:47
12981,70,Undead,Mage,Netherstorm,216,01/01/08 10:04:47
22332,70,Undead,Mage,Silvermoon City,103,01/01/08 10:04:47
22229,70,Undead,Mage,Arathi Basin,104,01/01/08 10:04:47
26420,70,Undead,Priest,Tanaris,204,01/01/08 10:04:52
32287,70,Undead,Priest,Sethekk Halls,243,01/01/08 10:04:52
2166,70,Undead,Priest,Coilfang: The Slave Pens,62,01/01/08 10:04:52
12646,70,Undead,Priest,Coilfang: The Slave Pens,19,01/01/08 10:04:52
58246,70,Undead,Priest,Shadowmoon Valley,204,01/01/08 10:04:52
30589,70,Undead,Priest,Shattrath City,101,01/01/08 10:04:52
941,70,Undead,Priest,Shattrath City,19,01/01/08 10:04:52
24390,70,Undead,Priest,Auchindoun: Shadow Labyrinth,174,01/01/08 10:04:52
54289,70,Undead,Priest,Deadwind Pass,161,01/01/08 10:04:52
6800,70,Undead,Priest,Arathi Basin,104,01/01/08 10:04:52
22357,70,Undead,Rogue,Sethekk Halls,167,01/01/08 10:04:57
27358,70,Undead,Rogue,Alterac Valley,216,01/01/08 10:04:57
21500,70,Undead,Rogue,Alterac Valley,53,01/01/08 10:04:57
11705,70,Undead,Rogue,Coilfang: The Slave Pens,19,01/01/08 10:04:57
22409,70,Undead,Rogue,Shadowmoon Valley,239,01/01/08 10:04:57
1027,70,Undead,Rogue,Shattrath City,5,01/01/08 10:04:57
21389,70,Undead,Rogue,Eye of the Storm,103,01/01/08 10:04:57
1774,70,Undead,Rogue,Eye of the Storm,5,01/01/08 10:04:57
46004,70,Undead,Rogue,Eye of the Storm,19,01/01/08 10:04:57
63302,70,Undead,Rogue,Mana-Tombs,161,01/01/08 10:04:57
17528,70,Undead,Warlock,Orgrimmar,-1,01/01/08 10:05:02
1705,70,Undead,Warlock,Alterac Valley,-1,01/01/08 10:05:02
23460,70,Undead,Warlock,Coilfang: The Slave Pens,204,01/01/08 10:05:02
701,70,Undead,Warlock,Shattrath City,101,01/01/08 10:05:02
2416,70,Undead,Warlock,Shattrath City,204,01/01/08 10:05:02
32357,70,Undead,Warlock,Eye of the Storm,103,01/01/08 10:05:02
36792,70,Undead,Warlock,Terokkar Forest,216,01/01/08 10:05:02
26693,70,Undead,Warlock,Arathi Basin,5,01/01/08 10:05:02
23248,70,Undead,Warrior,Orgrimmar,243,01/01/08 10:05:07
24723,70,Undead,Warrior,Burning Steppes,103,01/01/08 10:05:07
65558,1,Blood Elf,Rogue,Eversong Woods,-1,01/01/08 10:05:12
65564,3,Blood Elf,Mage,Eversong Woods,-1,01/01/08 10:05:12
65562,4,Blood Elf,Warlock,Eversong Woods,-1,01/01/08 10:05:12
58080,9,Blood Elf,Hunter,Eversong Woods,-1,01/01/08 10:05:12
65469,9,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 10:05:12
46144,11,Blood Elf,Rogue,Durotar,251,01/01/08 10:05:17
63434,11,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 10:05:17
65331,14,Blood Elf,Mage,Eversong Woods,-1,01/01/08 10:05:17
65052,14,Blood Elf,Paladin,Ghostlands,-1,01/01/08 10:05:17
65066,17,Blood Elf,Priest,Ghostlands,-1,01/01/08 10:05:17
65111,17,Blood Elf,Paladin,Ghostlands,-1,01/01/08 10:05:17
47981,30,Blood Elf,Warlock,Ashenvale,-1,01/01/08 10:05:22
65217,21,Blood Elf,Hunter,The Barrens,282,01/01/08 10:05:22
65420,21,Blood Elf,Paladin,The Barrens,-1,01/01/08 10:05:22
63662,28,Blood Elf,Paladin,The Barrens,282,01/01/08 10:05:22
63608,29,Blood Elf,Rogue,The Barrens,-1,01/01/08 10:05:22
63273,31,Blood Elf,Priest,Orgrimmar,282,01/01/08 10:05:28
65457,33,Blood Elf,Paladin,Hillsbrad Foothills,253,01/01/08 10:05:28
64313,32,Blood Elf,Priest,Undercity,282,01/01/08 10:05:28
64656,35,Blood Elf,Paladin,Stranglethorn Vale,282,01/01/08 10:05:28
53356,40,Blood Elf,Priest,Stranglethorn Vale,-1,01/01/08 10:05:28
47852,34,Blood Elf,Priest,Silvermoon City,251,01/01/08 10:05:28
60461,34,Blood Elf,Mage,Thunder Bluff,16,01/01/08 10:05:28
64411,42,Blood Elf,Rogue,Badlands,282,01/01/08 10:05:33
64397,44,Blood Elf,Hunter,Badlands,-1,01/01/08 10:05:33
59162,49,Blood Elf,Mage,Dustwallow Marsh,282,01/01/08 10:05:38
61573,49,Blood Elf,Paladin,Orgrimmar,110,01/01/08 10:05:38
47108,50,Blood Elf,Paladin,Feralas,161,01/01/08 10:05:38
65055,49,Blood Elf,Warlock,The Hinterlands,53,01/01/08 10:05:38
53785,50,Blood Elf,Priest,The Hinterlands,-1,01/01/08 10:05:38
40453,55,Blood Elf,Paladin,Tanaris,256,01/01/08 10:05:43
63158,51,Blood Elf,Mage,Searing Gorge,-1,01/01/08 10:05:43
56544,56,Blood Elf,Hunter,Winterspring,282,01/01/08 10:05:48
45772,56,Blood Elf,Paladin,Winterspring,161,01/01/08 10:05:48
50524,60,Blood Elf,Hunter,Hellfire Peninsula,282,01/01/08 10:05:48
42031,60,Blood Elf,Hunter,Orgrimmar,161,01/01/08 10:05:48
56756,58,Blood Elf,Mage,Un'Goro Crater,161,01/01/08 10:05:48
12566,58,Blood Elf,Priest,Un'Goro Crater,167,01/01/08 10:05:48
57566,58,Blood Elf,Hunter,Undercity,-1,01/01/08 10:05:48
59130,57,Blood Elf,Priest,Felwood,167,01/01/08 10:05:48
61769,65,Blood Elf,Hunter,Razorfen Downs,167,01/01/08 10:05:53
48233,63,Blood Elf,Rogue,Hellfire Peninsula,259,01/01/08 10:05:53
41802,65,Blood Elf,Rogue,Hellfire Peninsula,103,01/01/08 10:05:53
58047,61,Blood Elf,Mage,Terokkar Forest,243,01/01/08 10:05:53
41411,65,Blood Elf,Warlock,Terokkar Forest,-1,01/01/08 10:05:53
63401,61,Blood Elf,Hunter,Zangarmarsh,220,01/01/08 10:05:53
61482,61,Blood Elf,Paladin,Silvermoon City,189,01/01/08 10:05:53
57770,67,Blood Elf,Warlock,Hall of Legends,165,01/01/08 10:05:58
57770,67,Blood Elf,Warlock,Hall of Legends,165,01/01/08 10:06:03
52137,68,Blood Elf,Paladin,Blade's Edge Mountains,166,01/01/08 10:06:03
55642,68,Blood Elf,Paladin,Blade's Edge Mountains,-1,01/01/08 10:06:03
54534,68,Blood Elf,Priest,Zangarmarsh,-1,01/01/08 10:06:03
57770,67,Blood Elf,Warlock,Hall of Legends,165,01/01/08 10:06:08
52137,68,Blood Elf,Paladin,Blade's Edge Mountains,166,01/01/08 10:06:08
55642,68,Blood Elf,Paladin,Blade's Edge Mountains,-1,01/01/08 10:06:08
56721,69,Blood Elf,Warlock,Blade's Edge Mountains,165,01/01/08 10:06:08
41519,69,Blood Elf,Mage,Shattrath City,282,01/01/08 10:06:08
54534,68,Blood Elf,Priest,Zangarmarsh,-1,01/01/08 10:06:08
51138,70,Blood Elf,Paladin,Blade's Edge Mountains,189,01/01/08 10:06:13
1024,70,Blood Elf,Paladin,Orgrimmar,53,01/01/08 10:06:13
43406,70,Blood Elf,Paladin,Coilfang: The Slave Pens,19,01/01/08 10:06:13
36442,70,Blood Elf,Paladin,Shattrath City,-1,01/01/08 10:06:13
47368,70,Blood Elf,Paladin,Shattrath City,281,01/01/08 10:06:13
60730,70,Blood Elf,Paladin,Shattrath City,167,01/01/08 10:06:13
35760,70,Blood Elf,Paladin,Auchindoun: Shadow Labyrinth,53,01/01/08 10:06:13
47821,70,Blood Elf,Paladin,Terokkar Forest,189,01/01/08 10:06:13
46495,70,Blood Elf,Paladin,Nagrand,101,01/01/08 10:06:13
63939,70,Blood Elf,Hunter,Orgrimmar,5,01/01/08 10:06:19
39817,70,Blood Elf,Hunter,Alterac Valley,216,01/01/08 10:06:19
57830,70,Blood Elf,Hunter,Shattrath City,165,01/01/08 10:06:19
60657,70,Blood Elf,Hunter,Nagrand,103,01/01/08 10:06:19
52445,70,Blood Elf,Hunter,The Barrens,291,01/01/08 10:06:19
51738,70,Blood Elf,Priest,Orgrimmar,104,01/01/08 10:06:29
34396,70,Blood Elf,Priest,Orgrimmar,-1,01/01/08 10:06:29
35324,70,Blood Elf,Priest,Shadowmoon Valley,220,01/01/08 10:06:29
59803,70,Blood Elf,Priest,Eye of the Storm,-1,01/01/08 10:06:29
58891,70,Blood Elf,Warlock,Tanaris,161,01/01/08 10:06:34
44123,70,Blood Elf,Warlock,Orgrimmar,216,01/01/08 10:06:34
56081,70,Blood Elf,Warlock,Orgrimmar,103,01/01/08 10:06:34
53078,70,Blood Elf,Warlock,Coilfang: The Slave Pens,204,01/01/08 10:06:34
45029,70,Blood Elf,Warlock,Coilfang: The Slave Pens,53,01/01/08 10:06:34
34456,70,Blood Elf,Warlock,Shattrath City,101,01/01/08 10:06:34
58875,70,Blood Elf,Warlock,Eye of the Storm,35,01/01/08 10:06:34
36139,70,Blood Elf,Warlock,Terokkar Forest,53,01/01/08 10:06:34
27494,70,Blood Elf,Mage,Blade's Edge Mountains,104,01/01/08 10:06:39
46860,70,Blood Elf,Mage,Orgrimmar,103,01/01/08 10:06:39
37568,70,Blood Elf,Mage,Shadowmoon Valley,189,01/01/08 10:06:39
47969,70,Blood Elf,Mage,Shadowmoon Valley,104,01/01/08 10:06:39
38207,70,Blood Elf,Mage,Auchindoun: Shadow Labyrinth,53,01/01/08 10:06:39
58706,36,Orc,Hunter,Tirisfal Glades,282,01/01/08 10:12:12
65415,12,Orc,Warrior,Durotar,-1,01/01/08 10:12:12
64354,12,Orc,Hunter,Durotar,251,01/01/08 10:12:12
63829,16,Orc,Hunter,The Barrens,-1,01/01/08 10:12:12
27409,50,Orc,Warrior,The Hinterlands,-1,01/01/08 10:12:12
62218,58,Orc,Shaman,Hellfire Peninsula,35,01/01/08 10:12:17
2288,60,Orc,Hunter,Hellfire Peninsula,-1,01/01/08 10:12:17
2289,60,Orc,Hunter,Hellfire Peninsula,-1,01/01/08 10:12:17
61239,68,Orc,Hunter,Blade's Edge Mountains,243,01/01/08 10:12:22
59772,69,Orc,Warrior,Shadowmoon Valley,35,01/01/08 10:12:22
59345,69,Orc,Hunter,Shadowmoon Valley,243,01/01/08 10:12:22
37616,65,Orc,Hunter,Terokkar Forest,291,01/01/08 10:12:22
1996,69,Orc,Hunter,Nagrand,169,01/01/08 10:12:22
22785,70,Orc,Warrior,Orgrimmar,103,01/01/08 10:12:27
49944,70,Orc,Warrior,Alterac Valley,167,01/01/08 10:12:27
59615,70,Orc,Warrior,Coilfang: The Slave Pens,104,01/01/08 10:12:27
22005,70,Orc,Warrior,Warsong Gulch,216,01/01/08 10:12:27
25857,70,Orc,Warrior,Zangarmarsh,169,01/01/08 10:12:27
57,70,Orc,Warrior,Arathi Basin,5,01/01/08 10:12:27
22809,70,Orc,Warrior,The Black Morass,174,01/01/08 10:12:27
45,70,Orc,Hunter,Hellfire Peninsula,103,01/01/08 10:12:32
44477,70,Orc,Hunter,Sethekk Halls,167,01/01/08 10:12:32
58724,70,Orc,Hunter,Orgrimmar,243,01/01/08 10:12:32
45536,70,Orc,Rogue,Blade's Edge Mountains,103,01/01/08 10:12:38
26959,70,Orc,Shaman,Orgrimmar,167,01/01/08 10:12:43
57942,70,Orc,Warlock,Orgrimmar,101,01/01/08 10:12:48
65177,19,Tauren,Shaman,Hillsbrad Foothills,282,01/01/08 10:12:53
65344,25,Tauren,Druid,Hillsbrad Foothills,103,01/01/08 10:12:53
64136,35,Tauren,Druid,Stonetalon Mountains,220,01/01/08 10:12:53
64655,35,Tauren,Druid,Stranglethorn Vale,282,01/01/08 10:12:53
63275,39,Tauren,Druid,Badlands,291,01/01/08 10:12:53
65455,4,Tauren,Hunter,Mulgore,-1,01/01/08 10:12:53
65516,11,Tauren,Druid,Mulgore,167,01/01/08 10:12:53
65444,18,Tauren,Druid,The Barrens,291,01/01/08 10:12:53
65212,27,Tauren,Druid,Thunder Bluff,174,01/01/08 10:12:53
23720,59,Tauren,Warrior,Hellfire Peninsula,291,01/01/08 10:12:58
22020,60,Tauren,Warrior,Hellfire Peninsula,-1,01/01/08 10:12:58
36631,62,Tauren,Druid,Hellfire Peninsula,103,01/01/08 10:12:58
20240,60,Tauren,Warrior,Orgrimmar,282,01/01/08 10:12:58
56755,51,Tauren,Shaman,Feralas,161,01/01/08 10:12:58
31524,53,Tauren,Warrior,Feralas,-1,01/01/08 10:12:58
9583,56,Tauren,Warrior,Blasted Lands,205,01/01/08 10:12:58
63599,61,Tauren,Shaman,Felwood,79,01/01/08 10:12:58
41715,64,Tauren,Warrior,Zangarmarsh,-1,01/01/08 10:12:58
61736,67,Tauren,Warrior,Blade's Edge Mountains,243,01/01/08 10:13:03
61856,66,Tauren,Druid,Shattrath City,-1,01/01/08 10:13:03
5783,65,Tauren,Hunter,Terokkar Forest,178,01/01/08 10:13:03
22472,68,Tauren,Druid,Terokkar Forest,226,01/01/08 10:13:03
819,70,Tauren,Warrior,Sethekk Halls,167,01/01/08 10:13:08
1717,70,Tauren,Warrior,Orgrimmar,103,01/01/08 10:13:08
45552,70,Tauren,Warrior,Orgrimmar,5,01/01/08 10:13:08
51383,70,Tauren,Warrior,Coilfang: The Slave Pens,204,01/01/08 10:13:08
11522,70,Tauren,Warrior,Un'Goro Crater,289,01/01/08 10:13:08
61543,70,Tauren,Warrior,Warsong Gulch,5,01/01/08 10:13:08
32794,70,Tauren,Warrior,Warsong Gulch,53,01/01/08 10:13:08
26111,70,Tauren,Warrior,Shattrath City,104,01/01/08 10:13:08
22071,70,Tauren,Warrior,Shattrath City,103,01/01/08 10:13:08
84,70,Tauren,Warrior,Shattrath City,103,01/01/08 10:13:08
19915,70,Tauren,Warrior,Durotar,161,01/01/08 10:13:08
11861,70,Tauren,Warrior,Terokkar Forest,104,01/01/08 10:13:08
27846,70,Tauren,Warrior,Zangarmarsh,103,01/01/08 10:13:08
27865,70,Tauren,Warrior,Arathi Basin,53,01/01/08 10:13:08
30794,70,Tauren,Hunter,Blade's Edge Mountains,-1,01/01/08 10:13:13
22033,70,Tauren,Hunter,Coilfang: The Slave Pens,104,01/01/08 10:13:13
22259,70,Tauren,Hunter,Auchindoun: Shadow Labyrinth,174,01/01/08 10:13:13
23564,70,Tauren,Hunter,Zangarmarsh,103,01/01/08 10:13:13
23142,70,Tauren,Hunter,Arathi Basin,150,01/01/08 10:13:13
23487,70,Tauren,Hunter,Arathi Basin,101,01/01/08 10:13:13
22473,70,Tauren,Shaman,Orgrimmar,103,01/01/08 10:13:18
46794,70,Tauren,Shaman,Coilfang: The Slave Pens,204,01/01/08 10:13:18
7518,70,Tauren,Shaman,Coilfang: The Slave Pens,204,01/01/08 10:13:18
87,70,Tauren,Shaman,Coilfang: The Slave Pens,19,01/01/08 10:13:18
27599,70,Tauren,Shaman,Shadowmoon Valley,103,01/01/08 10:13:18
32438,70,Tauren,Shaman,Shattrath City,35,01/01/08 10:13:18
30078,70,Tauren,Shaman,Eye of the Storm,5,01/01/08 10:13:18
22447,70,Tauren,Shaman,Terokkar Forest,101,01/01/08 10:13:18
22627,70,Tauren,Shaman,Arathi Basin,103,01/01/08 10:13:18
23098,70,Tauren,Shaman,The Black Morass,174,01/01/08 10:13:18
37759,70,Tauren,Druid,Orgrimmar,103,01/01/08 10:13:23
19481,70,Tauren,Druid,Coilfang: The Slave Pens,19,01/01/08 10:13:23
56776,70,Tauren,Druid,Shadowmoon Valley,35,01/01/08 10:13:23
60511,70,Tauren,Druid,Warsong Gulch,103,01/01/08 10:13:23
21834,70,Tauren,Druid,Eye of the Storm,103,01/01/08 10:13:23
51329,70,Tauren,Druid,Zangarmarsh,35,01/01/08 10:13:23
51361,70,Tauren,Druid,Zangarmarsh,266,01/01/08 10:13:23
2085,70,Tauren,Druid,Arathi Basin,101,01/01/08 10:13:23
24373,70,Tauren,Druid,Arathi Basin,-1,01/01/08 10:13:23
33058,70,Tauren,Druid,Arathi Basin,103,01/01/08 10:13:23
30052,10,Troll,Rogue,Undercity,-1,01/01/08 10:13:28
182,1,Troll,Hunter,Durotar,-1,01/01/08 10:13:28
23377,24,Troll,Hunter,Durotar,216,01/01/08 10:13:28
64650,29,Troll,Hunter,Ashenvale,251,01/01/08 10:13:28
64875,30,Troll,Hunter,Thunder Bluff,-1,01/01/08 10:13:28
10263,57,Troll,Rogue,Winterspring,79,01/01/08 10:13:33
55009,61,Troll,Mage,Zangarmarsh,103,01/01/08 10:13:33
22101,64,Troll,Shaman,Zangarmarsh,291,01/01/08 10:13:33
53690,70,Troll,Hunter,Hillsbrad Foothills,161,01/01/08 10:13:49
22167,70,Troll,Hunter,Terokkar Forest,103,01/01/08 10:13:49
22246,70,Troll,Hunter,Netherstorm,243,01/01/08 10:13:49
22331,70,Troll,Hunter,The Black Morass,243,01/01/08 10:13:49
45444,70,Troll,Hunter,The Black Morass,53,01/01/08 10:13:49
2854,70,Troll,Rogue,Blade's Edge Mountains,103,01/01/08 10:13:54
65242,70,Troll,Rogue,Shattrath City,79,01/01/08 10:13:54
18610,70,Troll,Shaman,Shattrath City,5,01/01/08 10:13:59
54748,70,Troll,Shaman,Auchindoun: Shadow Labyrinth,243,01/01/08 10:13:59
23800,70,Troll,Mage,Coilfang: The Slave Pens,104,01/01/08 10:14:09
12658,70,Troll,Mage,Zangarmarsh,53,01/01/08 10:14:09
49286,70,Troll,Mage,Arathi Basin,103,01/01/08 10:14:09
7928,29,Undead,Rogue,Hillsbrad Foothills,273,01/01/08 10:14:14
65510,12,Undead,Rogue,Undercity,-1,01/01/08 10:14:14
27557,42,Undead,Rogue,Undercity,103,01/01/08 10:14:14
59487,22,Undead,Warrior,Ashenvale,5,01/01/08 10:14:14
46481,45,Undead,Rogue,Badlands,161,01/01/08 10:14:14
24341,38,Undead,Warlock,Arathi Highlands,226,01/01/08 10:14:14
60870,53,Undead,Rogue,Orgrimmar,9,01/01/08 10:14:19
32818,61,Undead,Mage,Eastern Plaguelands,167,01/01/08 10:14:19
30072,63,Undead,Mage,Terokkar Forest,167,01/01/08 10:14:19
63425,55,Undead,Priest,The Hinterlands,253,01/01/08 10:14:19
45422,66,Undead,Rogue,Nagrand,216,01/01/08 10:14:25
33412,66,Undead,Rogue,Nagrand,53,01/01/08 10:14:25
20884,69,Undead,Rogue,Orgrimmar,165,01/01/08 10:14:30
21929,69,Undead,Rogue,Orgrimmar,244,01/01/08 10:14:30
31647,70,Undead,Mage,Blade's Edge Mountains,103,01/01/08 10:14:35
16813,70,Undead,Mage,Sethekk Halls,167,01/01/08 10:14:35
345,70,Undead,Mage,Alterac Valley,9,01/01/08 10:14:35
4991,70,Undead,Mage,Alterac Valley,103,01/01/08 10:14:35
30554,70,Undead,Mage,Alterac Valley,104,01/01/08 10:14:35
22442,70,Undead,Mage,Undercity,103,01/01/08 10:14:35
54869,70,Undead,Mage,Shattrath City,35,01/01/08 10:14:35
52990,70,Undead,Mage,Zangarmarsh,161,01/01/08 10:14:35
12981,70,Undead,Mage,Zangarmarsh,216,01/01/08 10:14:35
22332,70,Undead,Mage,Silvermoon City,103,01/01/08 10:14:35
22229,70,Undead,Mage,Arathi Basin,-1,01/01/08 10:14:35
25193,70,Undead,Mage,Arathi Basin,103,01/01/08 10:14:35
32287,70,Undead,Priest,Sethekk Halls,243,01/01/08 10:14:40
25213,70,Undead,Priest,Orgrimmar,62,01/01/08 10:14:40
22176,70,Undead,Priest,Orgrimmar,101,01/01/08 10:14:40
12646,70,Undead,Priest,Coilfang: The Slave Pens,19,01/01/08 10:14:40
30589,70,Undead,Priest,Shadowmoon Valley,101,01/01/08 10:14:40
58246,70,Undead,Priest,Shadowmoon Valley,204,01/01/08 10:14:40
941,70,Undead,Priest,Shattrath City,19,01/01/08 10:14:40
24390,70,Undead,Priest,Auchindoun: Shadow Labyrinth,174,01/01/08 10:14:40
2166,70,Undead,Priest,Zangarmarsh,62,01/01/08 10:14:40
54289,70,Undead,Priest,Deadwind Pass,161,01/01/08 10:14:40
6800,70,Undead,Priest,Arathi Basin,104,01/01/08 10:14:40
26420,70,Undead,Priest,The Black Morass,204,01/01/08 10:14:40
22357,70,Undead,Rogue,Sethekk Halls,167,01/01/08 10:14:45
27358,70,Undead,Rogue,Alterac Valley,216,01/01/08 10:14:45
21500,70,Undead,Rogue,Alterac Valley,53,01/01/08 10:14:45
46004,70,Undead,Rogue,Alterac Valley,19,01/01/08 10:14:45
11705,70,Undead,Rogue,Coilfang: The Slave Pens,19,01/01/08 10:14:45
22409,70,Undead,Rogue,Shadowmoon Valley,239,01/01/08 10:14:45
1027,70,Undead,Rogue,Shattrath City,5,01/01/08 10:14:45
21389,70,Undead,Rogue,Eye of the Storm,103,01/01/08 10:14:45
63302,70,Undead,Rogue,Mana-Tombs,161,01/01/08 10:14:45
1774,70,Undead,Rogue,Arathi Basin,5,01/01/08 10:14:45
17528,70,Undead,Warlock,Orgrimmar,-1,01/01/08 10:14:50
1705,70,Undead,Warlock,Alterac Valley,-1,01/01/08 10:14:50
23460,70,Undead,Warlock,Coilfang: The Slave Pens,204,01/01/08 10:14:50
701,70,Undead,Warlock,Shattrath City,101,01/01/08 10:14:50
32357,70,Undead,Warlock,Shattrath City,103,01/01/08 10:14:50
59471,70,Undead,Warlock,Shattrath City,103,01/01/08 10:14:50
26693,70,Undead,Warlock,Terokkar Forest,5,01/01/08 10:14:50
36792,70,Undead,Warlock,Nagrand,216,01/01/08 10:14:50
1450,70,Undead,Warlock,Netherstorm,5,01/01/08 10:14:50
23248,70,Undead,Warrior,Eye of the Storm,243,01/01/08 10:14:55
24723,70,Undead,Warrior,Burning Steppes,103,01/01/08 10:14:55
65564,3,Blood Elf,Mage,Eversong Woods,-1,01/01/08 10:15:00
65562,5,Blood Elf,Warlock,Eversong Woods,-1,01/01/08 10:15:00
58080,9,Blood Elf,Hunter,Eversong Woods,-1,01/01/08 10:15:00
65469,9,Blood Elf,Paladin,Silvermoon City,-1,01/01/08 10:15:00
46144,11,Blood Elf,Rogue,Durotar,251,01/01/08 10:15:05
63434,12,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 10:15:05
65052,14,Blood Elf,Paladin,Ghostlands,-1,01/01/08 10:15:05
65066,17,Blood Elf,Priest,Ghostlands,-1,01/01/08 10:15:05
65111,17,Blood Elf,Paladin,Ghostlands,-1,01/01/08 10:15:05
63662,28,Blood Elf,Paladin,Thousand Needles,282,01/01/08 10:15:10
63608,29,Blood Elf,Rogue,Dustwallow Marsh,-1,01/01/08 10:15:10
65323,23,Blood Elf,Hunter,Hillsbrad Foothills,-1,01/01/08 10:15:10
39253,26,Blood Elf,Rogue,Hillsbrad Foothills,-1,01/01/08 10:15:10
65420,21,Blood Elf,Paladin,Ashenvale,-1,01/01/08 10:15:10
47981,30,Blood Elf,Warlock,Ashenvale,-1,01/01/08 10:15:10
65217,21,Blood Elf,Hunter,The Barrens,282,01/01/08 10:15:10
65457,33,Blood Elf,Paladin,Alterac Mountains,253,01/01/08 10:15:16
64313,32,Blood Elf,Priest,Undercity,282,01/01/08 10:15:16
60500,40,Blood Elf,Rogue,Undercity,-1,01/01/08 10:15:16
63273,31,Blood Elf,Priest,Ashenvale,282,01/01/08 10:15:16
64656,35,Blood Elf,Paladin,Stranglethorn Vale,282,01/01/08 10:15:16
53356,40,Blood Elf,Priest,Stranglethorn Vale,-1,01/01/08 10:15:16
47852,34,Blood Elf,Priest,Silvermoon City,251,01/01/08 10:15:16
60461,34,Blood Elf,Mage,Thunder Bluff,16,01/01/08 10:15:16
64397,44,Blood Elf,Hunter,Stranglethorn Vale,-1,01/01/08 10:15:21
64411,42,Blood Elf,Rogue,Badlands,282,01/01/08 10:15:21
61573,49,Blood Elf,Paladin,Warsong Gulch,110,01/01/08 10:15:26
59162,49,Blood Elf,Mage,Ashenvale,282,01/01/08 10:15:26
61579,46,Blood Elf,Mage,Feralas,167,01/01/08 10:15:26
65055,49,Blood Elf,Warlock,The Hinterlands,53,01/01/08 10:15:26
53785,50,Blood Elf,Priest,The Hinterlands,-1,01/01/08 10:15:26
40453,55,Blood Elf,Paladin,Tanaris,256,01/01/08 10:15:31
63158,51,Blood Elf,Mage,Searing Gorge,-1,01/01/08 10:15:31
56544,56,Blood Elf,Hunter,Winterspring,282,01/01/08 10:15:36
50524,60,Blood Elf,Hunter,Hellfire Peninsula,282,01/01/08 10:15:36
42031,60,Blood Elf,Hunter,Hellfire Peninsula,161,01/01/08 10:15:36
56756,58,Blood Elf,Mage,Un'Goro Crater,161,01/01/08 10:15:36
12566,58,Blood Elf,Priest,Un'Goro Crater,167,01/01/08 10:15:36
57566,58,Blood Elf,Hunter,Stranglethorn Vale,-1,01/01/08 10:15:36
45772,56,Blood Elf,Paladin,Felwood,161,01/01/08 10:15:36
59130,57,Blood Elf,Priest,Felwood,167,01/01/08 10:15:36
61769,65,Blood Elf,Hunter,Razorfen Downs,167,01/01/08 10:15:41
41802,65,Blood Elf,Rogue,Hellfire Peninsula,103,01/01/08 10:15:41
61482,61,Blood Elf,Paladin,Undercity,189,01/01/08 10:15:41
58047,61,Blood Elf,Mage,Terokkar Forest,243,01/01/08 10:15:41
58594,64,Blood Elf,Warlock,Terokkar Forest,161,01/01/08 10:15:41
41411,65,Blood Elf,Warlock,Terokkar Forest,-1,01/01/08 10:15:41
63401,61,Blood Elf,Hunter,Zangarmarsh,220,01/01/08 10:15:41
57770,67,Blood Elf,Warlock,Orgrimmar,165,01/01/08 10:15:46
54534,68,Blood Elf,Priest,Blade's Edge Mountains,-1,01/01/08 10:15:51
52137,68,Blood Elf,Paladin,Blade's Edge Mountains,166,01/01/08 10:15:51
55642,68,Blood Elf,Paladin,Blade's Edge Mountains,-1,01/01/08 10:15:51
57770,67,Blood Elf,Warlock,Orgrimmar,165,01/01/08 10:15:51
54534,68,Blood Elf,Priest,Blade's Edge Mountains,-1,01/01/08 10:15:56
52137,68,Blood Elf,Paladin,Blade's Edge Mountains,166,01/01/08 10:15:56
55642,68,Blood Elf,Paladin,Blade's Edge Mountains,-1,01/01/08 10:15:56
56721,69,Blood Elf,Warlock,Blade's Edge Mountains,165,01/01/08 10:15:56
57770,67,Blood Elf,Warlock,Orgrimmar,165,01/01/08 10:15:56
41519,69,Blood Elf,Mage,Shadowmoon Valley,282,01/01/08 10:15:56
1024,70,Blood Elf,Paladin,Orgrimmar,53,01/01/08 10:16:01
43406,70,Blood Elf,Paladin,Coilfang: The Slave Pens,19,01/01/08 10:16:01
34386,70,Blood Elf,Paladin,Shattrath City,97,01/01/08 10:16:01
